% ======================================================
% L-Bracket Method of Moments Solution
% ======================================================
% Frequency: 4.600 GHz
% Wavelength: 0.065173 m
% Segments: N=1536 (768 horiz + 768 vert)
% Transmitter: (25.0000, 25.0000) m
%
% Solver: SSOR with hierarchical omega
% omega = 0.1070
% iterations = 359
% convergence = 9.91e-10
% time = 58.36 seconds
% ======================================================
% Format: (real, imaginary) current coefficients
% ======================================================
(-1.85563444e-06, 1.19111800e-06)
(-5.41331692e-06, 4.19782901e-06)
(-8.90218534e-06, 7.04436684e-06)
(-1.23835665e-05, 9.87557735e-06)
(-1.58438829e-05, 1.26848412e-05)
(-1.92747429e-05, 1.54678392e-05)
(-2.26686389e-05, 1.82196134e-05)
(-2.60184756e-05, 2.09350198e-05)
(-2.93174046e-05, 2.36088711e-05)
(-3.25587636e-05, 2.62360000e-05)
(-3.57360548e-05, 2.88112964e-05)
(-3.88429387e-05, 3.13297302e-05)
(-4.18732363e-05, 3.37863687e-05)
(-4.48209349e-05, 3.61763905e-05)
(-4.76801958e-05, 3.84950976e-05)
(-5.04453633e-05, 4.07379263e-05)
(-5.31109741e-05, 4.29004570e-05)
(-5.56717667e-05, 4.49784239e-05)
(-5.81226909e-05, 4.69677237e-05)
(-6.04589171e-05, 4.88644240e-05)
(-6.26758454e-05, 5.06647712e-05)
(-6.47691140e-05, 5.23651983e-05)
(-6.67346079e-05, 5.39623315e-05)
(-6.85684664e-05, 5.54529975e-05)
(-7.02670905e-05, 5.68342295e-05)
(-7.18271500e-05, 5.81032731e-05)
(-7.32455900e-05, 5.92575919e-05)
(-7.45196361e-05, 6.02948725e-05)
(-7.56468008e-05, 6.12130289e-05)
(-7.66248871e-05, 6.20102069e-05)
(-7.74519937e-05, 6.26847878e-05)
(-7.81265179e-05, 6.32353916e-05)
(-7.86471593e-05, 6.36608797e-05)
(-7.90129216e-05, 6.39603573e-05)
(-7.92231149e-05, 6.41331754e-05)
(-7.92773568e-05, 6.41789319e-05)
(-7.91755730e-05, 6.40974728e-05)
