% ======================================================
% L-Bracket Method of Moments Solution
% ======================================================
% Frequency: 2.500 GHz
% Wavelength: 0.119918 m
% Segments: N=834 (417 horiz + 417 vert)
% Transmitter: (25.0000, 25.0000) m
%
% Solver: SSOR with hierarchical omega
% omega = 0.1100
% iterations = 349
% convergence = 9.78e-10
% time = 14.40 seconds
% ======================================================
% Format: (real, imaginary) current coefficients
% ======================================================
( 3.13338948e-06, 1.90511788e-06)
( 8.93361280e-06, 3.34880062e-06)
( 1.46514187e-05, 5.07635146e-06)
( 2.03601434e-05, 6.82845111e-06)
( 2.60363486e-05, 8.58481196e-06)
( 3.16656030e-05, 1.03335576e-05)
( 3.72353189e-05, 1.20674265e-05)
( 4.27337199e-05, 1.37809463e-05)
( 4.81494973e-05, 1.54695158e-05)
( 5.34716770e-05, 1.71290250e-05)
( 5.86895681e-05, 1.87556791e-05)
( 6.37927446e-05, 2.03459094e-05)
( 6.87710442e-05, 2.18963258e-05)
( 7.36145745e-05, 2.34036921e-05)
( 7.83137243e-05, 2.48649117e-05)
( 8.28591765e-05, 2.62770209e-05)
( 8.72419227e-05, 2.76371862e-05)
( 9.14532777e-05, 2.89427035e-05)
( 9.54848949e-05, 3.01909997e-05)
( 9.93287808e-05, 3.13796341e-05)
( 1.02977310e-04, 3.25063011e-05)
( 1.06423238e-04, 3.35688332e-05)
( 1.09659716e-04, 3.45652036e-05)
( 1.12680303e-04, 3.54935290e-05)
( 1.15478979e-04, 3.63520728e-05)
( 1.18050154e-04, 3.71392475e-05)
( 1.20388682e-04, 3.78536168e-05)
( 1.22489867e-04, 3.84938985e-05)
( 1.24349475e-04, 3.90589659e-05)
( 1.25963743e-04, 3.95478498e-05)
( 1.27329381e-04, 3.99597396e-05)
( 1.28443585e-04, 4.02939847e-05)
( 1.29304037e-04, 4.05500951e-05)
( 1.29908915e-04, 4.07277418e-05)
( 1.30256890e-04, 4.08267571e-05)
( 1.30347136e-04, 4.08471343e-05)
( 1.30179326e-04, 4.07890273e-05)
( 1.29753635e-04, 4.06527497e-05)
( 1.29070742e-04, 4.04387737e-05)
( 1.28131824e-04, 4.01477285e-05)
( 1.26938558e-04, 3.97803986e-05)
( 1.25493117e-04, 3.93377217e-05)
( 1.23798167e-04, 3.88207865e-05)
( 1.21856858e-04, 3.82308295e-05)
( 1.19672825e-04, 3.75692324e-05)
( 1.17250175e-04, 3.68375188e-05)
( 1.14593482e-04, 3.60373504e-05)
( 1.11707779e-04, 3.51705233e-05)
( 1.08598549e-04, 3.42389640e-05)
( 1.05271713e-04, 3.32447249e-05)
( 1.01733618e-04, 3.21899799e-05)
( 9.79910297e-05, 3.10770192e-05)
( 9.40511150e-05, 2.99082448e-05)
( 8.99214308e-05, 2.86861648e-05)
( 8.56099091e-05, 2.74133883e-05)
( 8.11248423e-05, 2.60926196e-05)
( 7.64748675e-05, 2.47266526e-05)
( 7.16689498e-05, 2.33183645e-05)
( 6.67163655e-05, 2.18707103e-05)
( 6.16266846e-05, 2.03867159e-05)
( 5.64097523e-05, 1.88694726e-05)
( 5.10756705e-05, 1.73221298e-05)
( 4.56347784e-05, 1.57478894e-05)
( 4.00976329e-05, 1.41499983e-05)
( 3.44749881e-05, 1.25317425e-05)
( 2.87777750e-05, 1.08964402e-05)
( 2.30170808e-05, 9.24743503e-06)
( 1.72041268e-05, 7.58808919e-06)
( 1.13502477e-05, 5.92177702e-06)
( 5.46686936e-06, 4.25187812e-06)
(-4.34513084e-07, 2.58177070e-06)
(-6.34235746e-06, 9.14824892e-07)
(-1.22450968e-05,-7.45603805e-07)
(-1.81311616e-05,-2.39618110e-06)
(-2.39890025e-05,-4.03360034e-06)
(-2.98071123e-05,-5.65458890e-06)
(-3.55740487e-05,-7.25591447e-06)
(-4.12784563e-05,-8.83439116e-06)
(-4.69090888e-05,-1.03868856e-05)
(-5.24548307e-05,-1.19103228e-05)
(-5.79047195e-05,-1.34016918e-05)
(-6.32479669e-05,-1.48580516e-05)
(-6.84739797e-05,-1.62765363e-05)
(-7.35723812e-05,-1.76543602e-05)
(-7.85330311e-05,-1.89888235e-05)
(-8.33460457e-05,-2.02773166e-05)
(-8.80018175e-05,-2.15173249e-05)
(-9.24910342e-05,-2.27064336e-05)
(-9.68046970e-05,-2.38423315e-05)
(-1.00934139e-04,-2.49228155e-05)
(-1.04871042e-04,-2.59457941e-05)
(-1.08607453e-04,-2.69092912e-05)
(-1.12135802e-04,-2.78114492e-05)
(-1.15448913e-04,-2.86505326e-05)
(-1.18540025e-04,-2.94249302e-05)
(-1.21402800e-04,-3.01331584e-05)
(-1.24031337e-04,-3.07738632e-05)
(-1.26420187e-04,-3.13458224e-05)
(-1.28564362e-04,-3.18479475e-05)
(-1.30459346e-04,-3.22792854e-05)
(-1.32101104e-04,-3.26390196e-05)
